Time Walk
Beta Edition
1339286400000,100
1339372800000,100
1339459200000,100
1339545600000,100
1339632000000,100
1339718400000,100
1339804800000,100
1339891200000,100
1339977600000,100
1340064000000,100
1340150400000,100
1340236800000,100
1340323200000,120805
1340409600000,120805
1340496000000,120805
1340582400000,120805
1340668800000,120805
1340755200000,120805
1340841600000,120805
1340928000000,120805
1341014400000,120805
1341100800000,120805
1341187200000,120805
1341273600000,120805
1341360000000,120805
1341446400000,120805
1341532800000,120805
1341619200000,120805
1341705600000,120805
1341792000000,120805
1341878400000,120805
1341964800000,120805
1342051200000,120805
1342137600000,120805
1342224000000,120805
1342310400000,120805
1342396800000,120805
1342483200000,120805
1342569600000,120805
1342656000000,125403
1342742400000,125403
1342828800000,125403
1342915200000,125403
1343001600000,125403
1343088000000,125403
1343174400000,125403
1343260800000,125403
1343347200000,125403
1343433600000,125403
1343520000000,125403
1343606400000,125403
1343692800000,125403
1343779200000,125403
1343865600000,125403
1343952000000,125403
1344038400000,125403
1344124800000,125403
1344211200000,125403
1344297600000,125403
1344384000000,125403
1344470400000,125403
1344556800000,125403
1344643200000,125403
1344729600000,125403
1344816000000,125403
1344902400000,125403
1344988800000,125403
1345075200000,115403
1345161600000,115403
1345248000000,115403
1345334400000,115403
1345420800000,115403
1345507200000,115403
1345593600000,110268
1345680000000,110268
1345766400000,110268
1345852800000,110268
1345939200000,110268
1346025600000,110268
1346112000000,110268
1346198400000,110268
1346284800000,110268
1346371200000,-1
1346457600000,-1
1346544000000,-1
1346630400000,110268
1346716800000,115403
1346803200000,115403
1346889600000,115403
1346976000000,115403
1347062400000,115403
1347148800000,115403
1347235200000,115403
1347321600000,115403
1347408000000,115403
1347494400000,115403
1347580800000,-1
1347667200000,-1
1347753600000,115403
1347840000000,115403
1347926400000,115403
1348012800000,115403
1348099200000,115403
1348185600000,115403
1348272000000,115403
1348358400000,115403
1348444800000,115403
1348531200000,115403
1348617600000,115403
1348704000000,115403
1348790400000,115403
1348876800000,115403
1348963200000,115403
1349049600000,115403
1349136000000,115403
1349222400000,115403
1349308800000,115403
1349395200000,115403
1349481600000,-1
1349568000000,115403
1349654400000,115403
1349740800000,-1
1349827200000,115403
1349913600000,115403
1350000000000,115403
1350086400000,115403
1350172800000,115403
1350259200000,115403
1350345600000,115403
1350432000000,115403
1350518400000,115403
1350604800000,115403
1350691200000,115403
1350777600000,115403
1350864000000,115403
1350950400000,115403
1351036800000,109915
1351123200000,109915
1351209600000,109915
1351296000000,109915
1351382400000,109915
1351468800000,109915
1351555200000,109915
1351641600000,109915
1351728000000,109915
1351814400000,109915
1351900800000,109915
1351987200000,109915
1352073600000,109915
1352160000000,109915
1352246400000,109915
1352332800000,109915
1352419200000,109915
1352505600000,109915
1352592000000,109915
1352678400000,109915
1352764800000,109915
1352851200000,109915
1352937600000,109915
1353024000000,109915
1353110400000,109915
1353196800000,109915
1353283200000,109915
1353369600000,109915
1353456000000,109915
1353542400000,109915
1353628800000,109915
1353715200000,109915
1353801600000,109915
1353888000000,109915
1353974400000,109915
1354060800000,109915
1354147200000,109915
1354233600000,109915
1354320000000,109915
1354406400000,109915
1354492800000,109915
1354579200000,109915
1354665600000,109915
1354752000000,109915
1354838400000,109915
1354924800000,109915
1355011200000,109915
1355097600000,109915
1355184000000,109915
1355270400000,109915
1355356800000,109915
1355443200000,109915
1355529600000,109915
1355616000000,109915
1355702400000,109915
1355788800000,109915
1355875200000,109915
1355961600000,109915
1356048000000,109915
1356134400000,109915
1356220800000,109915
1356307200000,109915
1356393600000,109915
1356480000000,109915
1356566400000,109915
1356652800000,109915
1356739200000,109915
1356825600000,109915
1356912000000,109915
1356998400000,109915
1357084800000,109915
1357171200000,109915
1357257600000,109915
1357344000000,109915
1357430400000,109915
1357516800000,109915
1357603200000,109915
1357689600000,109915
1357776000000,109915
1357862400000,109915
1357948800000,109915
1358035200000,109915
1358121600000,109915
1358208000000,109915
1358294400000,109915
1358380800000,109915
1358467200000,109915
1358553600000,109915
1358640000000,109915
1358726400000,109915
1358812800000,109915
1358899200000,109915
1358985600000,115403
1359072000000,115403
1359158400000,115403
1359244800000,115403
1359331200000,115403
1359417600000,115403
1359504000000,115403
1359590400000,115403
1359676800000,115403
1359763200000,115403
1359849600000,115403
1359936000000,115403
1360022400000,115403
1360108800000,115403
1360195200000,115403
1360281600000,115403
1360368000000,115403
1360454400000,115403
1360540800000,115403
1360627200000,115403
1360713600000,115403
1360800000000,115403
1360886400000,115403
1360972800000,115403
1361059200000,115403
1361145600000,115403
1361232000000,115403
1361318400000,115403
1361404800000,115403
1361491200000,115403
1361577600000,115403
1361664000000,115403
1361750400000,115403
1361836800000,115403
1361923200000,115403
1362009600000,115403
1362096000000,115403
1362182400000,115403
1362268800000,115403
1362355200000,115403
1362441600000,115403
1362528000000,115403
1362614400000,115403
1362700800000,115403
1362787200000,115403
1362873600000,115403
1362960000000,115403
1363046400000,115403
1363132800000,115403
1363219200000,115403
1363305600000,115403
1363392000000,115403
1363478400000,115403
1363564800000,115403
1363651200000,115403
1363737600000,115403
1363824000000,115403
1363910400000,115403
1363996800000,115403
1364083200000,115403
1364169600000,115403
1364256000000,115403
1364342400000,115403
1364428800000,115403
1364515200000,115403
1364601600000,115403
1364688000000,115403
1364774400000,115403
1364860800000,115403
1364947200000,115403
1365033600000,115403
1365120000000,115403
1365206400000,115403
1365292800000,115403
1365379200000,115403
1365465600000,110000
1365552000000,110000
1365638400000,110000
1365724800000,110000
1365811200000,110000
1365897600000,110000
1365984000000,110000
1366070400000,110000
1366156800000,110000
1366243200000,110000
1366329600000,110000
1366416000000,110000
1366502400000,110000
1366588800000,110000
1366675200000,110000
1366761600000,110000
1366848000000,110000
1366934400000,110000
1367020800000,110000
1367107200000,110000
1367193600000,110000
1367280000000,110000
1367366400000,110000
1367452800000,110000
1367539200000,110000
1367625600000,110000
1367712000000,110000
1367798400000,110000
1367884800000,110000
1367971200000,110000
1368057600000,110000
1368144000000,110000
1368230400000,110000
1368316800000,110000
1368403200000,110000
1368489600000,110000
1368576000000,110000
1368662400000,110000
1368748800000,110000
1368835200000,110000
1368921600000,110000
1369008000000,110000
1369094400000,110000
1369180800000,108769
1369267200000,108769
1369353600000,108769
1369440000000,108769
1369526400000,108769
1369612800000,108769
1369699200000,108769
1369785600000,108769
1369872000000,108769
1369958400000,108769
1370044800000,108769
1370131200000,108769
1370217600000,108769
1370304000000,108769
1370390400000,108769
1370476800000,108769
1370563200000,108769
1370649600000,108769
1370736000000,108769
1370822400000,108769
1370908800000,108769
1370995200000,108769
1371081600000,108769
1371168000000,108769
1371254400000,108769
1371340800000,108769
1371427200000,108769
1371513600000,108769
1371600000000,108769
1371686400000,108769
1371772800000,108769
1371859200000,108769
1371945600000,108769
1372032000000,108769
1372118400000,108769
